#----------------------------------------------------------------------------------------------------------------------------------------------------
ID 	    PSRJ       Pref            RAJ           RAf    RAref     DECJ              DECf  DECref      P0                     P0f  P0ref     DM           DMf  DMref
#                               (hms)                              (dms)                              (s)                                    (cm^-3 pc)                   
#------------------------------------------------------------------------------------------------------------------------------------------------------
188   J0546+2441    clm+05     05:46:28.76          3  clm+05     +24:41:21            6  clm+05     2.84385038524            6  clm+05     73.81          3  clm+05     
189   J0550+09      dsm+16     05:50:28           114  dsm+16     +09:51               8  dsm+16     1.745                    0  dsm+16     86.6           0  dsm+16     
190   J0555+3948    bck+13     05:55                5  bck+13     +39:48               5  bck+13     1.1469058                2  bck+13     37             0  bck+13     

191   J0555-7056    mfl+06     05:55:01.85         12  mfl+06     -70:56:45.6          6  mfl+06     0.82783808575            7  mfl+06     73.4          16  mfl+06     
192   J0557+1550    skl+15     05:57:31.44918       9  skl+15     +15:50:06.046        8  skl+15     0.0025563670767829       6  skl+15     102.5723       5  skl+15     
193   J0600-5756    mlt+78     06:00:46.5           3  nmc81      -57:56:54            3  nmc81      2.261364513              3  nmc81      30             8  nmc81      
194   J0601-0527    mlt+78     06:01:58.9821       12  hlk+04     -05:27:50.56         4  hlk+04     0.3959691695432          5  hlk+04     80.538         5  hlk+04     
195   J0605+37      rap+12     06:05                0  rap+12     +37                  0  rap+12     0.00273                  0  rap+12     21.0           0  rap+12     

196   J0608+00      dsm+13     06:08:49            30  dsm+13     +00:39               8  dsm+13     1.0762                   0  dsm+13     48             0  dsm+13     
197   J0609+2130    lxf+05     06:09:58.8861        2  lxf+05     +21:30:02.84         9  lxf+05     0.05569801392951         2  lxf+05     38.73          2  lxf+05     
198   J0610-2100    bjd+06     06:10:13.595462     17  dcl+16     -21:00:27.9313       4  dcl+16     0.0038613247042986       6  bjd+06     60.6662       17  bjd+06     
199   J0610+37      slr+14     06:11                2  slr+14     +37:18              18  slr+14     0.443861                14  slr+14     39             2  slr+14     
200   J0611+04      dsm+16     06:11:18           113  dsm+16     +04:06               8  dsm+16     1.67443                  0  dsm+16     69.9           0  dsm+16     

201   J0611+1436    lsb+17     06:11:18.649        13  lsb+17     +14:36:52            4  lsb+17     0.27032946262            3  lsb+17     45.7           7  lsb+17     
202   J0611+30      cnst96     06:11:16            23  cnst96     +30:16               5  cnst96     1.412090                 3  cnst96     45.2551       16  bkk+16     
203   J0612+3721    stwd85     06:12:48.6867       15  hlk+04     +37:21:37.36        11  hlk+04     0.29798232657184        18  hlk+04     27.15495      34  bkk+16     
204   J0613-0200    lnl+95     06:13:43.975672      2  dcl+16     -02:00:47.22533      7  dcl+16     0.003061844087680279    15  rhc+16     38.77919       6  hbo06      
205   J0613+3731    cvh+14     06:13:12.150        11  cvh+14     +37:31:38.3          9  cvh+14     0.61919818110            7  cvh+14     18.990        12  cvh+14     

206   J0614+2229    dls72      06:14:17.16          3  hlk+04     +22:30:36           17  hlk+04     0.33495996611           16  hlk+04     96.91          7  hlk+04     
207   J0614-3329    rrc+11     06:14:10.3478        3  rrc+11     -33:29:54.118        4  rrc+11     0.003148669579439        9  rrc+11     37.049         1  rrc+11     
208   J0614+83      slr+14     06:14               10  slr+14     +83:14              18  slr+14     1.039203                51  slr+14     44             1  slr+14     
209   J0621+0336    bkl+13     06:21:11.221         5  bkl+13     +03:36:45.52        10  bkl+13     0.2699540683678          9  bkl+13     72.59         13  bkl+13     
210   J0621+1002    cnst96     06:21:22.11436       3  dcl+16     +10:02:38.7352      15  dcl+16     0.0288538611940574      16  dcl+16     36.47          3  dcl+16     

211   J0621+25      rap+12     06:21                0  rap+12     +25                  0  rap+12     0.00272                  0  rap+12     83.6           0  rap+12     
212   J0623+0340    bkl+13     06:23:46.759        10  bkl+13     +03:40:06.8          4  bkl+13     0.613759600022           7  bkl+13     54             4  bkl+13     
213   J0624-0424    mlt+78     06:24:20.028         3  hlk+04     -04:24:50.45        11  hlk+04     1.0390764758510         15  hlk+04     70.835        11  hlk+04     
214   J0625+10      cnst96     06:25:45            16  cnst96     +10:16               5  cnst96     0.498397                 3  cnst96     78            15  cnst96     
215   J0627+0649    bkl+13     06:27:53.6286        8  bkl+13     +06:49:54.13         5  bkl+13     0.346522567131          13  bkl+13     86.60          8  bkl+13     

216   J0627+0706    cha03      06:27:44.175         8  bkl+13     +07:06:33.3          4  bkl+13     0.47587700897           15  bkl+13     138.15        15  bkl+13     
217   J0627+16      dcm+09     06:27:13             7  dcm+09     +16:12               2  dcm+09     2.180                    0  dcm+09     113            0  dcm+09     
218   J0628+0909    cfl+06     06:28:36.183         5  nab+13     +09:09:13.9          3  nab+13     1.241421391299           3  nab+13     88.3           2  nab+13     
219   J0629+2415    dth78      06:29:05.728         4  hlk+04     +24:15:43.3         11  hlk+04     0.476622836038           4  hlk+04     84.1762       50  bkk+16     
220   J0630-0046    bkl+13     06:30:26.956        12  bkl+13     -00:46:05.85        17  bkl+13     0.680574832268           7  bkl+13     97.3           5  bkl+13     

221   J0630+19      dsm+16     06:30:04           119  dsm+16     +19:37               8  dsm+16     1.24855                  0  dsm+16     48.1           0  dsm+16     
222   J0630-2834    lvw69a     06:30:49.404393     43  dtbr09     -28:34:42.77881     37  dtbr09     1.24441859615            8  hlk+04     34.425         1  srb+15     
223   J0631+1036    zcwl96     06:31:27.524         4  ywml10     +10:37:02.5          3  ywml10     0.287800021959           9  ywml10     125.36         1  waa+10     
224   J0633+1746    hh92       06:33:54.1530       28  clm+98     +17:46:12.909       40  clm+98     0.2370994416923         20  jh05       2.89           2  mmtl15     
225   J0633-2015    bjd+06     06:33:08.86          4  bjd+06     -20:15:07.1          6  bjd+06     3.2532108384             5  bjd+06     90.7           2  bjd+06     

226   J0636-4549    bjd+06     06:36:33.744        16  bjd+06     -45:49:32.62        16  bjd+06     1.98459736713            4  bjd+06     26.31         15  bjd+06     
227   J0636+5129    slr+14     06:36:04.84645       2  slr+14     +51:28:59.9625       6  slr+14     0.00286895284631431      0  slr+14     11.10598       6  slr+14     
228   J0645+5158    slr+14     06:45:59.081898      9  mnf+16     +51:58:14.9208       1  mnf+16     0.00885349668613151      7  slr+14     18.247536      9  slr+14     
229   J0645+80      slr+14     06:46                7  slr+14     +80:09              18  slr+14     0.657873                24  slr+14     50             3  slr+14     
230   J0646+0905    bkl+13     06:46:30.995         8  bkl+13     +09:05:49.3          5  bkl+13     0.9039132                7  bkl+13     149.0          7  bkl+13     

231   J0647+0913    bkl+13     06:47:15.68          3  bkl+13     +09:13:59.5          6  bkl+13     1.23485362778            3  bkl+13     154.7         12  bkl+13     
232   J0652-0142    bkl+13     06:52:11.106        12  bkl+13     -01:42:30.3          4  bkl+13     0.924053918109          14  bkl+13     116.3         11  bkl+13     
233   J0653+8051    dbtb82     06:53:15.09          3  hlk+04     +80:52:00.22        11  hlk+04     1.2144405115160         20  hlk+04     33.31882      71  bkk+16     
234   J0656-2228    bjd+06     06:56:30.207         9  bjd+06     -22:28:25.55        15  bjd+06     1.22475441462            3  bjd+06     32.39         17  bjd+06     
235   J0656-5449    jbo+09     06:56:48.990         7  jbo+09     -54:49:14.92         4  jbo+09     0.183156898795           2  jbo+09     67.5          10  jbo+09     

236   J0658+0022    bkl+13     06:58:15.209         5  bkl+13     +00:22:35.3          3  bkl+13     0.563294925255           3  bkl+13     122.0          7  bkl+13     
237   J0659+1414    mlt+78     06:59:48.134         4  hlk+04     +14:14:21.5          3  hlk+04     0.384891195054           5  hlk+04     14.0762       24  bkk+16     
238   J0700+6418    dth78      07:00:37.802         4  hlk+04     +64:18:11.20         4  hlk+04     0.19567094516627        16  hlk+04     8.77387       27  bkk+16     
239   J0702-4956    bcm+15     07:02:39.3           2  bcm+15     -49:56:34.2          6  bcm+15     0.6659935900             5  bcm+15     98.7           1  bcm+15     
240   J0709-5923    jbo+09     07:09:32.533         8  jbo+09     -59:23:55.60         4  jbo+09     0.485268383925           5  jbo+09     65             2  jbo+09     

241   J0711+0931    lzb+00     07:11:36.18          2  lzb+00     +09:31:25            1  lzb+00     1.21409049248            1  lzb+00     46.238        13  bkk+16     
242   J0711-6830    bjb+97     07:11:54.189114     13  rhc+16     -68:30:47.41446      8  rhc+16     0.00549096850619231      4  rhc+16     18.4066        6  hbo06      
243   J0719-2545    bjd+06     07:19:07.380         5  bjd+06     -25:45:00.23         9  bjd+06     0.974724730631           9  bjd+06     253.89         6  bjd+06     
244   J0721-2038    bkl+13     07:21:42.9047       11  bkl+13     -20:38:07.061       17  bkl+13     0.01554239497400         8  bkl+13     76.1           6  bkl+13     
245   J0725-1635    mld+96     07:25:00.404         7  hlk+04     -16:35:45.82        15  hlk+04     0.4243114031834         11  hlk+04     98.98          3  hlk+04     

246   J0726-2612    bjd+06     07:26:08.12          4  bjd+06     -26:12:38.1          8  bjd+06     3.4423084877             4  bjd+06     69.4           4  bjd+06     
247   J0729-1448    mhl+02     07:29:16.45          2  mhl+02     -14:48:36.8          8  mhl+02     0.251658714181          13  mhl+02     92.3           3  mhl+02     
248   J0729-1836    mlt+78     07:29:32.351         3  hlk+04     -18:36:42.75         7  hlk+04     0.51016034483            3  hlk+04     61.293        10  hlk+04     
249   J0733-2345    lfl+06     07:33:24.60          4  lfl+06     -23:45:56.2         11  lfl+06     1.79624970117           10  lfl+06     194            3  lfl+06     
250   J0735-62      bb10       07:35:22            27  bb10       -62:58               7  kkl+11     4.862940                 2  bb10       19.4          78  bb10       

251   J0737-2202    mhl+02     07:37:44.071         6  mhl+02     -22:02:05.32        14  mhl+02     0.320366370454           5  mhl+02     95.7           4  mhl+02     
252   J0737-3039A   bdp+03     07:37:51.248419     26  dbt09      -30:39:40.71431     10  dbt09      0.0226993785996239      11  ksm+06     48.920         5  ksm+06     
253   J0737-3039B   lbk+04     07:37:51.248419     26  dbt09      -30:39:40.71431     10  dbt09      2.77346077007            8  ksm+06     48.920         5  ksm+06     
254   J0737+69      slr+14     07:37                2  slr+14     +69:14               8  slr+14     6.82424                 63  slr+14     16             3  slr+14     
255   J0738-4042    lvw68      07:38:32.329        10  bfg+03     -40:42:40.94        10  bfg+03     0.374919985032           6  wmz+01     160.8          7  tml93      

256   J0740+41      slr+14     07:41                1  slr+14     +41:04               8  slr+14     0.0031392150            48  slr+14     20.83          9  slr+14     
257   J0740+6620    slr+14     07:40:45.798         5  gsl+16     +66:20:33.65         2  gsl+16     0.00288570374           45  slr+14     14.96          4  slr+14     
258   J0742-2822    fss73      07:42:49.058         2  hlk+04     -28:22:43.76         4  hlk+04     0.166762291572          20  hlk+04     73.782         2  js06       
259   J0745-5353    mlt+78     07:45:02.3           5  nmc81      -53:51:22            2  nmc81      0.2148363514             5  nmc81      122.3         19  nmc81      
260   J0746-4529    bjd+06     07:46:59.518        16  bjd+06     -45:29:26.65        17  bjd+06     2.79102517845            5  bjd+06     134.57        12  bjd+06     

261   J0746+66      slr+14     07:46                3  slr+14     +66:36              18  slr+14     0.4076702               93  slr+14     28             1  slr+14     
262   J0749-4247    mld+96     07:49:49.675         4  dsb+98     -42:47:42.14         4  dsb+98     1.095452157610          14  dsb+98     104.595        9  dsb+98     
